frame,capture_us,preprocess_us,inference_us,nms_us,thumbnail_us,grpc_us,e2e_us,num_dets
83,56821,556,78099,0,2777,8499,1453858,0
84,58259,2595,75897,1,3361,8349,1472701,1
85,56654,696,79493,0,3855,8637,1492044,0
86,58628,724,79908,1,2873,9041,1513939,1
87,56446,971,78576,0,3562,7782,1532535,0
88,57602,571,78469,0,2605,56035,1600779,0
89,87462,1089,73417,0,3336,8208,1568825,0
90,57001,506,72832,0,3483,7304,1552279,0
91,58628,618,77019,0,2390,8176,1571532,0
92,58383,976,84275,0,3736,7122,1596787,0
93,57190,1008,83065,0,3455,9045,1621995,0
94,57196,634,70134,0,3630,8630,1633599,0
95,57545,1121,76424,0,3761,9458,1653049,0
96,57670,1302,74611,0,3184,9814,1668535,0
97,56620,545,71141,0,3630,7988,1679146,1
98,58580,584,80901,1,3580,7778,1702535,1
99,57524,603,81029,0,2916,9497,1725385,0
100,58441,1030,84443,0,4445,7803,1751471,0
101,87573,772,71993,0,3426,10664,1765772,0
102,56543,595,75312,0,3484,7341,1749421,0
103,59313,833,78813,1,3414,57785,1821436,1
104,56382,560,75536,0,2821,7248,1785626,0
105,59648,1195,76012,0,2719,7924,1805206,0
106,55768,581,76077,0,2849,7846,1820402,1
107,58485,920,83732,0,2558,8971,1848505,0
108,59748,1433,76185,1,3374,7749,1864722,1
109,57651,517,73707,2,3314,7276,1876636,1
110,60134,2219,96925,1,3741,7339,1915803,1
111,59097,618,131648,0,5301,6299,1985531,0
112,58610,1035,82568,0,3275,7370,2007334,0
113,90153,572,73811,0,2886,7691,2021329,0
114,59083,635,76792,0,3548,8159,2008406,0
115,59764,630,73570,0,3438,7547,2021555,0
116,60532,578,75325,0,3021,9372,2037854,0
117,58936,548,72216,0,3434,49180,2089044,0
118,59925,884,73430,0,3304,7411,2061093,0
119,60035,811,78294,4,3463,8802,2080086,1
120,59044,485,80842,1,3606,28640,2120033,1
121,59975,528,73242,0,3669,7276,2112402,1
122,60208,611,81295,0,2844,7463,2132485,0
123,60642,591,75614,0,7722,8306,2152962,0
124,59592,1047,73876,0,3125,8236,2160758,0
125,89207,2297,75676,1,3489,7475,2175328,1
126,57509,2279,78600,0,2207,8724,2162353,0
127,57495,572,75430,1,3461,19929,2190373,1
128,60559,585,75113,1,3304,9060,2196342,1
129,58687,1199,77913,1,3144,6791,2210593,1
130,58573,498,75897,2,3898,6996,2227454,1
131,59715,604,78972,1,3030,20229,2259657,1
132,59676,2229,85161,1,3644,9280,2274087,1
133,58478,621,72696,1,3658,56536,2332091,1
134,58717,2286,75159,4,3452,8145,2299474,1
135,57390,465,83096,0,3902,7515,2321305,0
136,60665,632,81824,0,2672,7857,2344327,0
137,88719,2148,87436,28,3825,7976,2371702,1
138,57934,526,93143,1,4030,28974,2395680,1
139,62079,2577,83359,2,4346,10044,2401871,1
140,56019,1517,80143,0,3006,7180,2413004,0
141,59364,4111,75509,0,2351,7024,2430060,1
142,53756,568,76662,0,3343,6496,2444194,0
143,60082,552,75801,0,3572,7213,2466554,0
144,59869,738,82418,1,4148,20479,2502090,1
145,60178,1819,77197,1,3702,33015,2530640,1
146,56993,1278,79812,0,3192,7751,2522549,0
147,58789,580,73249,0,3031,6603,2536157,0
148,59309,617,74389,0,3682,14724,2559942,0
149,89434,507,75225,0,3793,60289,2620856,0
150,59664,590,79043,0,3128,32075,2581011,0
151,60937,996,77003,0,3080,8191,2573719,0
152,57591,2213,73099,1,3600,7751,2584847,1
153,58158,2225,80736,1,2716,7441,2604522,1
154,57714,521,79202,1,3494,8737,2625313,1
155,59829,582,78764,1,3705,8195,2645435,1
156,59442,610,78750,2,3400,7584,2662766,2
157,59520,589,77023,1,3226,7537,2679497,1
158,59395,647,75306,1,2618,8380,2694809,1
159,60338,1390,83960,2,4516,9056,2721322,1
160,60163,784,76338,1,4075,7627,2733946,1
161,88844,1255,79633,1,3388,7969,2752161,1
162,57167,641,81673,1,3916,24493,2760731,1
163,59416,1002,76474,1,2964,8743,2762548,1
164,58726,452,81752,1,3407,8613,2784128,1
165,59646,729,78876,1,4007,16174,2811911,1
166,59813,1083,76671,1,2855,9157,2820002,1
167,58721,1018,80235,1,4676,61371,2893382,1
168,59246,1245,84282,1,4865,8237,2864812,1
169,58695,647,82487,1,3784,8236,2885652,1
170,60174,1250,87485,1,3030,9429,2914142,1
171,58372,981,83904,1,3349,7053,2934393,1
172,58412,1448,77656,0,4302,7801,2954330,0
173,58570,572,73144,0,3501,7480,2966397,0
174,90011,1140,74745,0,2724,12139,2985792,0
175,59521,600,81788,1,3132,7614,2972228,1
176,61384,1436,76358,1,3215,7201,2987987,3
177,56946,1146,77084,1,3368,7140,3002261,1
178,57709,569,75642,1,3821,13854,3026930,2
179,60977,971,79192,1,5099,8406,3043584,3
180,57931,1180,77525,1,3768,9286,3058636,3
181,58282,381,83882,2,3158,7525,3080818,3
182,61300,896,77137,1,3558,7675,3099791,1
183,57883,579,80606,1,3848,7087,3117503,1
184,59692,1318,78108,1,3630,7455,3137195,1
185,58207,756,72371,1,3703,57449,3198434,2
186,89506,1216,74305,2,4358,9055,3165996,3
187,58334,710,81417,1,2645,7992,3153749,1
188,59466,521,73993,0,3361,7877,3169274,0
189,59407,586,70939,0,3701,8064,3180681,0
190,60065,675,80174,0,2815,8970,3200803,0
191,60158,884,76064,3,3181,15924,3223307,3
192,57793,615,79257,1,3799,7702,3233873,2
193,59982,569,77081,1,3557,7436,3252024,1
194,59999,703,77068,0,3403,8593,3269513,0
195,59443,807,83019,0,3610,6906,3290109,0
196,59298,1827,81302,0,3875,9132,3313496,0
197,57512,594,76986,0,3632,7414,3327340,0
198,89943,1279,72522,0,3428,7839,3341924,0
199,58172,931,71741,1,2725,7967,3321813,2
200,59662,705,78542,1,2407,8211,3341079,1
201,59479,877,78380,1,3584,7440,3359416,1
202,58361,1032,76073,0,4199,8774,3376893,0
203,59504,781,76038,0,2749,6843,3390031,0
204,59500,1005,76351,1,3884,7643,3407926,1
205,59891,906,80898,1,4174,60510,3481357,1
206,58116,1039,84237,0,3077,8827,3451852,0
207,58394,2070,75435,0,3256,8045,3467475,0
208,58793,590,73974,0,3545,8108,3481211,0
209,59573,931,76681,2,3732,7628,3498177,1
210,88971,673,78059,0,2699,9301,3516157,0
211,58752,862,77920,1,3913,8414,3504605,1
212,59872,2353,77946,0,2772,8692,3521800,0
213,57242,636,79732,0,2355,8216,3538317,0
214,60007,768,75029,0,3751,10592,3559231,0
215,58890,1027,72035,1,3200,8890,3568142,1
216,58744,689,74134,1,3020,20914,3594093,2
217,61055,1115,77168,1,3798,7648,3599288,1
218,57755,1004,77701,0,3378,10219,3616900,0
219,58562,1045,75768,0,3939,7764,3631910,0
220,59094,531,75108,0,2799,7681,3646116,0
221,59111,534,73534,0,3072,6946,3659489,0
222,90663,637,74053,1,3063,7927,3674803,1
223,59487,2096,79627,0,3900,7360,3663341,0
224,87404,572,76109,2,3361,7358,3677270,1
225,89279,616,80705,1,4114,57527,3720856,1
226,89760,581,83103,0,3313,6869,3662566,0
227,89589,768,74976,0,3720,7379,3648054,0
228,119564,635,79958,0,2715,8459,3637520,0
229,59272,797,79494,0,3906,7104,3596537,0
230,89587,597,104032,0,3172,8611,3641183,0
231,59599,636,127766,0,3564,7263,3677770,0
232,88989,527,83774,0,2923,6982,3700278,0
233,89904,614,79017,0,2753,24770,3707379,0
234,60207,691,78981,0,3349,19322,3690937,0
235,89319,574,82682,1,3292,7711,3700938,1
236,89893,635,73621,2,3402,10692,3687727,1
237,88742,547,73908,0,2820,8422,3668141,0
238,60601,591,79998,1,3150,10131,3660755,2
239,88397,613,77438,1,2955,11092,3677699,1
240,59796,590,73735,0,3437,8339,3660137,0
241,58951,519,73269,0,4404,22307,3687858,0
242,60504,588,82948,1,2474,8173,3695188,2
243,58688,613,77235,0,3462,7157,3711239,0
244,59611,498,76648,0,3743,8209,3729894,0
245,59778,645,76892,0,3423,7808,3745942,0
246,59308,536,77276,0,3403,50576,3805503,0
247,60801,928,74730,0,3924,6662,3776983,0
248,58412,1019,76495,0,2555,8876,3792505,0
249,89761,801,77781,0,3250,8435,3811032,0
250,58894,695,75975,0,3330,9728,3797757,0
251,59546,627,76372,1,3153,8060,3812616,1
252,59572,1895,80996,0,3015,8189,3833375,0
253,59718,579,81380,0,2920,7375,3852317,0
254,59375,1136,82803,0,3648,29248,3897311,0
255,58078,1297,81472,0,3728,7048,3896069,0
256,59666,638,78787,0,2829,10267,3917702,0
257,58995,2172,92632,0,3615,6751,3947170,0
258,59173,958,85140,0,3342,13251,3977338,0
259,58214,1201,81774,1,2593,8686,3993579,2
260,58546,590,78374,1,4287,7388,4012863,2
261,89722,584,77185,3,3282,8224,4030678,1
262,60303,1284,80854,2,3710,7434,4020826,1
263,58993,682,79503,0,3612,9875,4040981,0
264,59588,684,78804,1,2834,8288,4057716,2
265,59231,1117,75780,0,3945,8187,4074139,0
266,58942,636,76123,1,2805,7598,4088108,1
267,59789,680,77473,1,2900,6755,4105207,1
268,59684,564,77815,1,3348,68232,4184423,2
269,60540,634,72685,1,3879,26747,4155780,2
270,59606,1233,82693,1,3157,9057,4158911,1
271,57867,520,73870,1,4150,7687,4171396,2
272,59964,2159,78315,1,2973,8121,4190457,1
273,87935,605,77955,1,3590,8440,4207123,1
274,59682,575,79583,1,3861,8258,4198188,1
275,60973,601,78992,1,2869,10523,4218160,1
276,59991,727,77088,1,3436,9067,4232691,2
277,58140,2119,79212,1,3288,7353,4249244,2
278,57565,579,77668,1,4039,7147,4267114,2
279,60173,1085,82568,1,2909,7365,4290581,1
280,59579,709,77266,2,3602,8046,4307912,2
281,59182,1315,79158,1,2980,7471,4325512,3
282,58632,573,76605,1,3383,15422,4349891,1
283,59386,2478,75477,1,3371,8399,4359052,1
284,61453,671,76695,1,4331,8428,4374782,1
285,86718,689,77552,0,2855,9330,4389548,0
286,60412,596,78712,1,3064,15596,4387221,1
287,59505,1862,77965,1,2797,10225,4398436,1
288,57203,582,79398,1,3423,8685,4415474,1
289,59513,776,77949,1,2899,6799,4433167,1
290,60091,603,79278,1,3260,10463,4456074,1
291,60324,2480,78694,1,3717,11806,4475762,1
292,56716,663,79987,1,3109,56009,4536436,1
293,59211,551,78054,1,2827,8533,4509295,2
294,60098,584,77323,1,3605,8863,4527901,2
295,59678,1168,80983,1,3682,17725,4557080,1
296,58881,1115,75390,0,4048,9021,4563078,1
297,89717,1280,78089,1,3640,9409,4581077,1
298,59893,543,75713,1,3704,7931,4564222,2
299,58240,566,75904,0,2778,8536,4579279,0
300,60013,540,78648,1,2992,7476,4598177,1
301,59850,733,76508,1,3146,7408,4614211,1
302,60263,1435,78283,2,2958,9695,4633846,1
303,57285,1158,79333,1,5180,9506,4653466,2
304,59054,554,81119,1,2690,7722,4671785,3
305,60484,688,80424,1,3596,7536,4693328,1
306,60450,709,76553,1,2863,8562,4708921,1
307,57942,1257,75343,0,3002,7941,4722501,0
308,59330,933,77099,1,3742,9928,4743052,1
309,88787,480,77996,1,2655,8046,4757771,2
310,60387,573,78222,1,3221,7824,4746992,1
311,59305,608,76303,1,3399,7609,4762304,3
312,59960,901,80716,0,2664,7009,4781699,0
313,59170,1001,74835,0,3595,8188,4797489,0
314,61327,1270,77526,0,3586,7485,4814077,0
315,58741,577,80930,0,3641,8237,4833187,0
316,58687,725,75009,2,2793,61608,4901279,1
317,58417,964,78309,1,3464,8518,4867665,1
318,60284,3518,75213,0,2853,20415,4894662,0
319,56196,1064,76639,1,3594,9834,4897576,1
320,58829,736,78275,1,3328,7627,4915878,1
321,90064,1674,80952,1,4233,15474,4946644,1
322,57531,398,80189,1,2559,10734,4927873,1
323,60761,591,84340,2,3845,9440,4954136,2
324,59609,1046,88067,0,2709,8139,4978369,0
325,59554,757,78280,1,2517,7282,4994806,2
326,88886,622,81541,0,3283,7732,5017132,0
327,89911,602,71960,1,4088,7956,5000593,2
328,59902,688,84731,2,3125,9122,4994896,1
329,88946,841,78940,1,2925,24446,5028300,1
330,60089,681,74168,0,3663,7924,4996812,0
331,119004,400,78637,1,2235,8039,5013282,1
332,90109,382,76708,1,3872,7675,4971869,1
333,91009,1267,78256,0,2906,8252,4959204,0
334,89189,796,78179,0,3841,12152,4949811,0
335,89129,624,73334,0,3038,24096,4944158,0
336,89403,539,78193,0,2837,7337,4915635,0
337,90038,578,76445,0,3369,6075,4901337,0
338,89541,508,77371,0,3607,6399,4888563,0
339,90046,581,85400,0,3185,6747,4883816,0
340,59168,569,80883,0,2682,8042,4874784,0
341,90305,630,75301,0,2729,7573,4889876,0
342,90090,677,87467,0,2980,49641,4928652,0
343,59234,510,73473,0,3732,6739,4869097,0
344,90181,730,78402,0,3076,8433,4888766,0
345,59158,500,79452,0,3038,9013,4877828,0
346,89964,580,73786,0,3393,9292,4892514,0
347,59888,524,75585,0,3543,15546,4883962,0
348,61079,625,78490,0,2807,7426,4893156,0
349,88482,537,94085,0,3783,11738,4930671,0
350,60189,667,140671,3,3895,8866,4979504,1
351,59618,776,92657,0,3118,7568,5009140,0
352,58893,547,74530,0,4390,8669,5025624,0
353,59745,723,74356,0,2638,7382,5037469,0
354,59320,518,76534,0,2532,7311,5053220,0
355,60744,875,72868,0,3456,8504,5068395,0
356,58435,695,71290,0,2665,7612,5076203,0
357,90171,592,70516,0,3098,10394,5090736,0
358,89919,614,76349,0,3410,12967,5079164,0
359,88972,511,77273,0,3072,16119,5068565,0
360,90304,573,76248,0,3201,9061,5048316,0
361,89445,703,74118,0,3340,8185,5030732,0
362,120040,568,71146,0,3584,7751,5011427,0
363,90155,628,74912,0,3573,9959,4967815,0
364,89337,604,81429,0,3577,7497,4955974,0
365,88904,568,74062,0,3526,8775,4941189,0
366,89431,516,78738,1,2967,7400,4928528,1
367,90503,829,75168,0,2671,7351,4913355,0
368,87481,492,79457,0,3215,48765,4943327,0
369,89534,513,76401,0,3908,17820,4901395,0
370,119001,607,76447,0,2762,7861,4876648,0
371,89378,632,78412,0,2571,8027,4835382,0
372,88792,554,77421,1,3037,7389,4822532,1
373,89367,635,76576,1,3145,14890,4817311,1
374,89107,559,80508,0,3780,7356,4800844,0
375,89172,588,73880,0,2451,19945,4796262,0
376,90405,642,95188,4,4365,13088,4796781,1
377,91127,801,88281,0,3459,9334,4789330,0
378,116082,545,85682,1,3088,6588,4779887,1
379,58894,508,81268,0,3593,8337,4746710,0
380,89290,1333,84256,0,4072,7567,4771281,0
381,59705,629,84060,0,3601,9381,4765943,0
382,58622,1646,80538,0,3762,7854,4784741,0
383,87749,954,87012,0,2667,7388,4809794,0
384,58582,614,78087,1,3532,8888,4801336,1
385,59557,584,77538,1,3181,7632,4818030,1
386,59097,596,82933,0,3425,8145,4841520,0
387,60276,676,80396,2,3896,8511,4863031,1
388,57785,791,80510,0,3322,8575,4881981,0
389,59069,748,73956,1,3371,8806,4897600,1
390,59043,625,74710,0,2852,7406,4910360,0
391,60523,853,75409,0,3279,21674,4940727,0
392,57941,1444,79142,0,2726,7356,4943413,0
393,57848,649,75770,0,3140,7596,4960355,0
394,59955,607,73033,0,2808,8509,4975432,0
395,88146,571,74221,0,3614,53542,5034815,0
396,59324,562,74599,0,3367,7709,4974562,0
397,60425,763,73700,1,3427,7428,4988114,1
398,58164,934,79766,0,3795,9778,5009350,0
399,58505,756,74731,1,3297,10164,5024802,1
400,58938,710,77740,1,3818,7846,5041439,1
401,59785,645,77683,0,3557,20432,5071735,0
402,58689,826,78057,0,3584,10003,5078880,0
403,58860,394,78557,0,3674,7753,5095708,0
404,59575,620,78363,0,2826,7354,5113497,0
405,59860,634,71048,0,3346,7038,5124498,0
406,60273,1507,72831,1,3027,8305,5137690,1
407,87142,736,73447,0,2854,7935,5148726,0
408,58313,618,74745,0,3290,9676,5137618,0
409,59119,2042,70522,1,3710,8227,5148115,2
410,57759,515,80443,1,3520,6648,5165570,1
411,60172,652,80871,2,3632,12806,5194327,1
412,58533,1241,87306,1,3419,7782,5215436,1
413,58379,1012,74075,1,3417,22806,5244568,1
414,60063,784,77637,1,3442,7065,5247046,1
415,58640,509,74713,1,3444,6994,5260584,1
416,60097,1486,77529,0,2793,7618,5278796,0
417,59211,1823,73807,0,4096,9578,5294190,0
418,55408,588,72213,0,3375,7883,5302861,0
419,88612,508,77192,0,2792,7299,5322757,0
420,59184,1016,71674,1,3298,7414,5305745,1
421,59196,632,74431,0,3187,9106,5321452,0
422,58924,1458,77961,0,3245,8978,5339392,0
423,58860,903,74440,0,3355,7151,5351616,0
424,59102,714,71430,0,2875,54636,5410262,0
425,58174,591,76760,0,3601,6988,5380231,0
426,59554,593,72856,1,3377,7929,5394937,1
427,59756,785,72803,1,2749,8399,5407373,2
428,59244,606,78456,1,3763,8050,5425813,3
429,58095,971,75346,1,3451,7758,5440520,1
430,59626,621,75820,0,2825,7483,5456227,0
431,88268,2402,72387,1,3290,10000,5471246,1
432,57445,600,73861,1,2768,8632,5452479,1
433,59816,611,78287,1,3797,8338,5473377,2
434,58387,679,78817,1,2707,7572,5489814,1
435,59140,629,83222,1,2834,7658,5514103,1
436,59004,555,77249,0,3529,8196,5532788,0
437,60103,596,76103,0,3445,13556,5554617,0
438,58674,640,71800,0,3596,15059,5567311,0
439,58961,1024,79158,0,2716,8708,5579812,0
440,58487,701,77729,0,3726,7103,5596836,0
441,59095,927,74010,0,2213,8381,5611338,0
442,60010,693,78006,0,3265,9039,5630963,0
443,87962,567,71855,2,3439,7877,5641054,2
444,59787,947,76000,1,3422,7189,5627786,1
445,58560,1018,73826,0,3054,7814,5641059,0
446,58868,1072,72605,0,3643,8390,5655131,0
447,58577,568,75694,0,3625,7419,5669892,0
448,59842,564,69595,0,4625,6980,5680869,0
449,60619,1184,72562,0,2669,7813,5691827,0
450,58066,648,76397,0,3558,8284,5707727,0
451,58607,633,75484,0,3070,14524,5730025,0
452,59307,1379,75322,0,3378,9529,5741377,0
453,57805,931,74692,1,3018,7205,5752613,1
454,58994,496,77252,1,3903,11679,5776467,1
455,89191,702,75117,0,3224,47930,5827615,0
456,61577,695,77326,1,3429,7129,5774375,1
457,56537,715,77454,0,3246,7640,5789776,0
458,60372,609,77891,1,3571,8862,5811820,1
459,57785,560,74774,0,3517,7270,5823888,0
460,59901,977,72217,0,3125,9142,5839101,0
461,57761,1474,76285,1,4066,9330,5855484,1
462,58291,2224,73222,1,3880,9930,5869810,1
463,58385,914,79923,2,3970,10225,5889522,1
464,59199,2262,75221,1,2607,8304,5902112,1
465,56036,578,80359,0,3641,29218,5942759,1
466,60615,796,83510,0,3745,8897,5949373,1
467,58090,465,74968,1,3432,10201,5963855,1
468,60120,682,73642,0,2790,8695,5976652,0
469,58167,1320,76102,0,3776,10510,5994657,0
470,58161,2070,118056,0,4868,7397,6051115,0
471,58336,707,101134,1,3490,9181,6092390,1
472,59124,746,75728,0,2723,7052,6106115,0
473,59456,880,72008,0,3464,6881,6118775,0
474,58337,1074,76900,0,2831,6595,6134331,0
475,59269,995,70777,0,3728,8062,6147947,0
476,58883,601,75809,0,3305,8562,6163562,0
477,60054,727,71254,0,3597,11527,6178538,0
478,58129,848,70474,1,4344,30500,6207853,1
479,88609,607,77061,0,3271,8717,6203001,0
480,59047,1351,72932,0,2663,6815,6184131,0
481,58366,1227,71784,0,3139,7488,6196509,0
482,58835,2318,74171,0,3906,9244,6213544,0
483,57166,677,74167,1,3246,8991,6225556,1
484,60331,691,79547,0,2675,8211,6245845,0
485,57717,970,77800,0,3009,62589,6317269,0
486,58658,1265,79776,0,3833,7635,6284196,0
487,58175,635,77111,0,3360,7553,6300788,0
488,60182,805,75664,0,4102,10080,6320942,0
489,57305,651,78757,0,3301,9702,6337379,0
490,58428,1077,76705,0,3336,13490,6359845,0
491,88956,788,72744,0,4018,10462,6370655,0
492,57691,2248,75214,0,3276,8400,6353231,0
493,56999,517,73194,0,4134,6875,6365821,0
494,60163,1091,73975,0,3365,10205,6384686,0
495,57449,1320,76767,1,2769,10918,6400237,1
496,57888,2153,78806,0,3568,7338,6417415,0
497,57400,637,82987,0,4186,8103,6441659,0
498,59005,666,86328,0,3258,9383,6470267,0
499,59641,1138,86342,0,3141,6938,6494283,0
500,57168,1668,74539,0,3017,7070,6507854,0
501,57503,628,73861,0,3025,7023,6522748,0
502,59105,681,75888,1,3527,12322,6546283,1
503,88165,541,77195,1,3648,8859,6560222,1
504,59073,575,76502,0,3623,7734,6546813,0
505,59190,634,75023,1,3402,8368,6562533,1
506,59053,802,77769,1,3730,9456,6581750,1
507,58124,1381,75507,2,3678,49372,6637153,2
508,58616,747,75380,1,3499,8132,6611543,1
509,58505,584,80082,1,3221,7673,6631354,1
510,58758,622,79796,1,3540,8467,6653019,1
511,59352,762,73973,0,3903,8608,6667908,0
512,59512,1779,85159,1,2678,7430,6690362,1
513,55458,2116,76674,1,2977,9684,6708194,1
514,57082,533,75935,1,3353,10518,6727701,1
515,88735,565,79395,1,3913,17216,6756654,1
516,59172,676,79251,1,3465,12143,6741016,1
517,58288,642,75467,1,3775,50543,6795275,1
518,59422,665,76256,1,3474,21336,6782997,2
519,58393,2161,79172,1,4064,8826,6790084,1
520,57258,563,73646,1,3256,7762,6801159,1
521,58798,591,77032,1,3304,8993,6821631,1
522,59729,747,78370,1,3247,7383,6838866,1
523,57873,1054,79308,1,3876,7348,6858158,1
524,58329,574,78289,1,3286,8868,6878372,1
525,58879,942,76800,1,3144,8331,6895513,1
526,58625,924,77386,1,3099,8098,6912754,1
527,59977,771,74258,1,3564,9204,6928985,1
528,57980,1922,75921,1,4224,23997,6959407,1
529,56362,566,75157,1,3272,10117,6959755,1
530,58909,825,77839,1,3563,9031,6979850,1
531,59229,656,75877,0,3581,7617,6994436,1
532,58448,1029,78448,1,3603,9149,7014463,1
533,58224,1066,83067,1,3538,8263,7037036,1
534,58455,603,87078,1,3369,7857,7064168,1
535,58945,953,87041,1,3468,8512,7092844,1
536,58371,697,82349,2,3774,7862,7114931,1
537,58485,1103,76179,1,2874,7218,7130457,1
538,60614,668,78438,1,2766,8207,7150124,1
539,86735,877,76747,1,3377,13305,7171139,1
540,59157,714,75124,1,3535,10379,7155737,1
541,57860,609,77553,1,3844,7796,7171115,1
542,58174,581,75787,1,2841,9455,7188982,1
543,59591,1131,78256,0,3256,8215,7207558,1
544,58705,900,73442,1,3299,7709,7219764,1
545,57521,618,79965,1,2706,8107,7239897,2
546,59108,2153,74818,1,3565,7139,7256302,1
547,58142,739,78501,0,2815,6982,7272563,1
548,58435,648,77642,1,3946,8076,7293554,1
549,58550,1150,79430,2,3757,68514,7374060,1
550,57846,619,74596,2,4843,8356,7329852,1
551,88353,470,81128,1,2844,7168,7349269,1
552,59306,753,76279,0,3578,7533,7337829,0
553,58473,579,74721,0,2703,7202,7351121,0
554,59302,563,73957,0,3449,7758,7367284,0
555,58790,595,77670,0,2733,9559,7386101,0
556,58434,1223,77306,0,3317,13708,7408671,0
557,58619,1024,77525,0,2563,10391,7422374,0
558,58681,631,73254,0,3621,6414,7432987,0
559,58480,653,71742,0,3173,8954,7447448,0
560,58721,1151,76927,0,4302,10368,7467714,0
561,59543,1206,79093,0,2848,7447,7482481,0
562,56806,594,76791,1,3270,11160,7502606,1
563,88827,778,77649,0,3576,8673,7520635,0
564,58406,556,78054,1,3479,8274,7508494,1
565,60298,741,77575,0,2757,9533,7527577,0
566,58752,1085,74382,0,3222,7669,7539456,0
567,58454,833,73042,0,3456,7195,7552273,1
568,60927,2059,73680,0,3034,7994,7566960,0
569,54007,580,75351,0,3566,16936,7588636,0
570,58624,2172,75219,0,3233,9071,7601006,0
571,57209,968,76762,1,3173,8415,7616088,1
572,58426,1098,75689,0,3651,48413,7673985,0
573,57779,639,76869,0,3322,7260,7649806,0
574,58677,638,77106,0,3782,7626,7669297,0
575,88642,545,76031,0,3117,7240,7684916,0
576,59092,578,77290,0,3858,7595,7674087,0
577,58678,633,78565,0,2994,8380,7692834,0
578,59406,1268,72230,0,2552,8142,7705023,0
579,57881,1242,75075,0,2713,7272,7718612,0
580,89512,829,78112,0,3542,6831,7737877,0
581,87035,604,74737,0,2967,9052,7723833,0
582,88115,578,74858,1,3799,7382,7710162,2
583,88642,526,76822,1,3583,8291,7699002,1
584,88566,445,75088,1,3137,8908,7685009,1
