frame,capture_us,preprocess_us,inference_us,nms_us,thumbnail_us,grpc_us,e2e_us,num_dets
57,2398,634,73035,0,2287,6879,85236,0
58,1945,565,74217,1,2476,7464,86671,1
59,2388,639,76290,2,2574,7786,89682,1
60,2345,763,77973,1,2169,9249,92503,1
61,2625,686,73173,0,2617,8147,87250,0
62,2004,570,67967,1,2605,60307,133456,1
63,2701,826,73080,1,2062,9125,87798,2
64,2879,1277,78508,1,1997,5960,90625,1
65,2785,776,70345,1,1953,7609,83470,1
66,2882,810,78302,1,2254,8156,92407,2
67,2825,861,74374,1,1879,8103,88045,1
68,2294,709,75727,1,2409,24388,105532,1
69,2302,772,74569,0,2078,7425,87149,1
70,2813,766,77560,1,2556,11784,95483,1
71,2610,889,82697,1,2599,5897,94696,1
72,2812,873,78415,0,2256,8612,92972,0
73,2156,663,68055,1,1990,58811,131678,2
74,2344,1044,72200,0,2111,9819,87521,0
75,1858,565,68050,1,2180,6980,79637,1
76,2375,767,78468,1,2361,7793,91767,1
77,2617,856,71706,1,2395,9065,86644,2
78,2808,915,76789,1,2346,7100,89963,1
79,2441,784,79454,0,3926,7633,94241,0
80,2968,779,121640,0,5023,6706,137119,0
81,3529,1092,72389,0,3363,8726,89102,0
82,2025,842,67632,1,2536,10175,83213,1
83,2910,994,74254,1,2226,7721,88108,1
84,2599,939,70627,0,2225,7597,83989,0
85,2167,596,67115,0,1929,52994,124804,0
86,1861,676,75174,1,2232,7696,87644,1
87,2916,885,73657,0,2173,13406,93039,0
88,2072,662,69704,0,2964,8602,84007,1
89,2470,771,72578,0,2426,7470,85718,0
90,1903,758,69599,0,2234,10912,85409,0
91,1855,624,72761,0,2155,7399,84797,0
92,2068,702,67091,0,2964,8052,80880,0
93,1993,649,69241,0,2611,9824,84320,0
94,2050,726,71398,0,2217,9276,85670,0
95,1887,598,73118,0,2190,9567,87362,0
96,1973,683,69460,0,2469,6629,81216,0
97,1965,561,72091,0,2884,12297,89800,0
98,1911,559,72382,0,2313,61372,138540,0
99,1970,568,71309,0,2977,8252,85078,0
100,2319,736,66796,0,2617,9685,82156,0
101,1967,561,76784,0,2026,7079,88419,0
102,2025,615,74501,0,2212,8528,87883,0
103,2100,670,87422,0,2145,10802,103143,0
104,2180,571,72868,1,2399,7187,85208,1
105,2820,987,69007,1,2529,9892,85238,1
106,5217,695,71259,1,2520,7041,86736,1
107,2499,818,76166,1,2101,7859,89447,1
108,2493,772,76592,1,2432,7056,89348,1
109,2804,710,72044,1,2302,8083,85946,1
110,2833,904,75087,1,2379,8752,89960,1
111,2591,825,80213,1,2948,6618,93199,1
112,2493,798,77017,1,2699,15017,98028,1
113,2445,671,72378,0,2334,8278,86109,0
114,4343,562,69951,0,1838,7501,84197,0
115,2135,543,71204,0,2852,15356,92092,0
116,1889,638,68773,0,2085,9726,83112,0
117,1853,526,71181,0,2155,6525,82243,0
118,2227,675,72521,0,2485,9101,87012,0
119,2015,645,69590,0,2123,16600,90976,0
120,2045,659,70615,0,2262,7187,82771,0
121,2106,586,74032,0,3053,6811,86591,0
122,2203,635,69598,0,2181,8420,83039,0
123,10089,636,71860,0,2909,7448,92945,0
124,2045,615,101647,1,2433,7387,114131,1
125,4473,888,78442,1,2699,6723,93229,1
126,3000,826,72351,0,2150,48000,126329,0
127,2121,595,72197,0,2524,7275,84715,0
128,2064,655,72394,0,2294,9093,86502,0
129,2270,660,70508,0,2282,9157,84879,0
130,1955,634,71343,1,2162,10519,86617,1
131,2502,816,73887,1,2796,16436,96442,1
132,2623,962,72511,1,2255,6988,85343,1
133,2834,818,69472,1,2034,28738,103900,1
134,2864,767,70702,1,2289,23280,99905,1
135,2752,819,71540,1,2633,8863,86610,1
136,2615,814,72678,1,2135,9776,88021,1
137,2152,769,75269,0,2367,7192,87751,0
138,2086,682,73136,1,1917,10855,88680,1
139,2638,693,76362,1,2905,7679,90280,1
140,2378,697,74655,1,2192,8477,88402,1
141,2586,849,75728,0,2269,6902,88337,0
142,2056,736,73450,0,3614,57492,137351,0
143,2050,587,66971,0,2404,9174,81188,1
144,2765,1117,71199,0,2304,8997,86385,0
145,1524,636,68014,0,1825,8638,80639,0
146,1586,959,73933,1,1869,10411,88763,1
147,1889,1187,69660,0,2801,5598,81138,0
148,1750,915,72884,0,2367,6623,84541,0
149,1723,1202,76238,0,2827,9386,91379,0
150,1983,1107,67741,0,2061,6996,79890,0
151,1747,1146,69856,0,1904,10372,85028,0
152,1748,954,67786,0,2846,9956,83292,0
153,1715,972,66808,0,2055,7566,79118,0
154,1708,919,72162,0,2369,7703,84864,0
155,1572,1018,71249,1,1730,10516,86090,2
156,2187,1261,77138,1,2643,6928,90161,1
157,2126,1171,72029,0,2510,5484,83321,0
158,1810,855,72269,0,1923,6093,82953,0
159,1967,1211,71311,0,1871,60675,137037,0
160,1725,778,74083,1,1947,8828,87364,1
161,2315,1072,74669,0,2504,11017,91579,0
162,1634,882,71220,0,1834,6835,82407,0
163,1659,1011,70454,2,2393,6117,81638,1
164,2423,1314,75156,0,1868,9116,89881,0
165,1766,910,73522,1,1896,7972,86069,1
166,2120,1159,71157,0,2219,6620,83278,0
167,2035,542,72871,0,2565,6377,84393,0
168,2060,718,76039,0,2265,8175,89261,0
169,1875,673,72221,0,1874,5921,82567,0
170,2015,547,76425,0,2181,20830,102001,0
171,2066,542,72030,0,2331,10187,87158,0
172,2035,600,70741,0,2171,7279,82829,0
173,3257,621,75149,0,2309,13913,95251,0
174,1883,696,69698,0,2544,10777,85601,0
175,2015,581,68036,0,1996,8885,81516,0
176,1977,633,71030,0,2377,31253,107272,0
177,2175,592,67927,0,2365,108652,181713,0
178,2072,740,71694,0,2029,46058,122596,0
179,2047,628,72589,0,2211,83381,160859,0
180,2509,736,75278,0,3365,10926,92815,0
181,3138,1189,127695,0,4421,29148,165595,0
182,2383,713,74066,0,2506,13486,93157,0
183,1906,683,70040,0,3068,7496,83195,0
184,2045,708,75591,1,2461,44528,125338,1
185,1658,1064,72317,1,2033,105187,182262,1
186,1823,1300,75393,1,1968,108420,188908,1
187,1766,1325,79475,1,1749,45522,129840,1
188,2099,1172,74251,0,2463,46133,126120,0
189,1833,1097,73959,1,2541,108774,188207,1
190,2297,1263,73369,0,1797,42462,121190,0
191,1484,968,71358,0,1705,16958,92476,0
192,1718,1231,71722,1,2710,70485,147868,1
193,1944,1385,71479,2,2848,9328,86987,1
194,1901,1120,70167,1,3150,7305,83647,1
195,2254,1131,72443,1,2998,7829,86658,1
196,2582,1489,75100,1,1839,6254,87268,2
197,2107,1443,75835,2,1806,7003,88199,2
198,2279,1253,75356,2,3545,8254,90693,2
199,3149,1867,81174,1,2850,6140,95183,1
200,2559,1238,78883,2,1767,6840,91290,2
201,2111,1414,76822,1,1962,10315,92630,2
202,2007,1303,74924,0,2481,7248,87965,0
203,1703,904,67723,0,2105,7820,80257,0
204,1502,1007,68213,0,2108,8363,81195,0
205,1741,1015,67850,1,2371,7446,80426,1
206,2236,1240,77394,1,2250,9102,92225,1
207,2270,1550,73613,1,1931,51466,130834,1
208,2179,1135,72255,0,1754,8392,85718,1
209,1977,1132,72669,0,1792,6754,84326,0
210,1991,1051,73883,0,1950,6397,85276,1
211,1962,1149,71422,0,2080,6992,83608,0
212,1565,965,69848,1,2454,6515,81349,1
213,1954,1310,71229,0,2101,9327,85924,0
214,2000,546,74712,0,2002,8123,87385,0
215,2076,700,71806,0,2468,10057,87110,0
216,2023,639,74692,1,2229,7562,87149,1
217,2590,728,71276,0,2588,7984,85169,0
218,2013,772,72980,0,2382,6511,84660,0
219,1878,572,70102,0,2074,6988,81616,0
220,1950,556,71627,0,2499,17197,93832,0
221,1956,654,72494,1,2194,7550,84852,1
222,2982,1009,71688,0,2102,6656,84440,1
223,2751,799,73240,1,2001,8153,86947,1
224,2575,868,73271,0,1915,7342,85973,1
225,2364,717,72272,1,2075,7771,85202,1
226,2465,701,77330,1,2506,7167,90173,1
227,2673,886,75788,1,2799,8944,91093,1
228,2845,978,76683,1,2345,5927,88781,1
229,2492,671,78136,1,2096,6155,89553,1
230,2532,841,72780,0,1968,6009,84133,0
231,1946,687,67726,0,2603,6494,79459,0
232,1766,656,70545,0,2092,6595,81657,0
233,2131,628,72063,0,1803,6962,83591,0
234,2057,545,67292,0,2086,9306,81288,0
235,1749,655,72239,0,2107,6225,82977,0
236,1576,603,73545,1,1716,8046,85489,1
237,2268,1149,72752,0,1660,5844,83677,1
238,1916,1287,70940,0,1726,6876,82747,0
239,2224,1146,70636,0,1897,6849,82755,0
240,1812,834,69706,0,1878,7894,82127,0
241,1592,1017,73672,1,2030,7117,85431,1
242,2140,1179,71380,1,2277,7854,84834,1
243,2193,1181,70914,1,1765,7134,83190,1
244,2186,1156,71806,0,1875,8049,85075,0
245,1524,940,74581,0,1934,10358,89339,0
246,1538,867,74706,1,1820,6099,85032,1
247,2467,1227,73056,0,1972,6205,84930,0
248,1761,1034,70279,0,1927,5611,80614,0
249,1661,1043,74003,0,2404,59643,138757,0
250,1677,1015,67495,1,2077,23834,96102,1
251,2169,1156,74477,0,2062,6622,86489,0
252,1703,904,68315,0,2040,7039,80004,1
253,2097,1017,72866,0,2293,7121,85396,0
254,1669,1029,71077,1,1780,8183,83741,2
255,2560,1454,71973,1,2451,7765,86206,1
256,2513,1173,74494,1,1745,6740,86668,2
257,4038,1959,71378,0,2074,8457,87908,0
258,1609,923,72613,0,1689,5755,82593,0
259,1592,1053,68810,0,1769,5487,78714,0
260,1753,944,82490,0,1802,13301,100292,0
261,1702,877,74523,0,2325,6098,85527,0
262,1594,971,70453,0,1780,6070,80870,0
263,1811,1031,72668,0,2799,8189,86500,0
264,1451,1124,73624,0,1694,6179,84076,0
265,1708,974,70486,0,1982,7833,82986,0
266,1484,1121,69252,0,1708,6225,79792,0
267,1641,979,66423,0,1948,6330,77323,0
268,1778,847,67071,0,1785,6255,77738,0
269,9211,900,68494,1,2401,7973,88982,2
270,9572,1234,72051,1,2000,49969,134829,1
271,2262,1332,80508,1,1714,11273,97092,2
272,15611,992,69632,0,2304,9302,97843,0
273,6431,813,75078,1,2538,6727,91590,0
274,3630,1113,74924,0,2323,25399,107392,0
275,1656,910,68828,0,1702,6397,79495,0
276,1630,915,72649,1,2536,6617,84350,1
277,2180,1092,74909,0,2277,6710,87170,0
278,2251,969,67086,1,2101,23719,96129,2
279,2516,1409,75772,1,1878,6770,88349,3
280,2334,1319,79942,1,4066,6044,93708,1
281,2945,1561,129658,0,3273,7857,145297,0
282,2838,1370,82634,2,2431,8121,97399,2
283,2714,1762,83333,1,2302,7095,97210,2
284,3288,1583,82684,1,1985,6524,96067,2
285,3419,1640,84096,1,2628,8090,99877,3
286,2633,2024,83908,1,2525,8332,99426,1
287,2528,1381,77427,0,2294,7058,90690,0
288,2065,1023,79842,1,2359,7687,92979,2
289,2719,1498,84903,1,1949,6815,97888,1
290,2603,1177,83640,2,2537,8749,98711,1
291,2723,1525,85458,1,2133,49282,141125,3
292,2747,1776,84997,1,2221,7897,99642,3
293,2578,1655,80174,0,2360,7145,93914,0
294,1981,1051,81878,0,2599,6413,93924,0
295,2064,1069,84733,0,2282,7205,97356,0
296,2019,1037,80377,1,2139,9331,94906,1
297,2528,1469,89863,0,2301,10298,106462,0
298,1956,1036,75839,1,2612,6566,88013,1
299,2230,1173,83182,1,2759,8199,97547,2
300,2513,1334,87017,0,2840,7153,100860,0
301,1883,1107,76863,0,1902,5989,87746,0
302,1847,1026,97800,0,2265,6785,109725,0
303,1994,1209,83275,2,2367,8023,96872,1
304,3053,2061,79978,2,2124,10654,97875,3
305,2745,1774,79169,2,2094,10240,96025,1
306,2514,1347,76137,1,2093,8061,90156,1
307,2311,1172,72698,1,1887,6591,84663,3
308,2308,1625,68823,0,1875,6716,81350,0
309,7339,904,73183,1,2531,20067,104027,1
310,2800,1461,72408,1,1741,7585,85999,1
311,1979,1138,75312,0,2511,6794,87737,0
312,1770,1024,72303,1,1964,54347,131412,1
313,2460,1374,73233,0,1788,7866,86724,0
314,1820,890,73624,0,1698,6004,84038,0
315,1695,866,66729,1,2009,6431,77733,1
316,4092,1016,74813,0,1821,10291,92036,0
317,1832,966,68481,0,2304,7314,80898,0
318,1710,980,70157,1,1669,7879,82398,1
319,2191,1217,76127,0,2013,7252,88804,0
320,1882,999,76162,1,2351,7498,88896,2
321,2143,1450,77686,0,2099,7705,91086,1
322,2013,1319,75408,1,1968,8475,89187,1
323,2450,1354,77835,0,2478,17809,101927,0
324,1777,955,68720,0,1648,13973,87075,0
325,1764,969,75436,1,2257,7180,87611,1
326,4383,1160,72303,1,2745,6959,87553,2
327,2299,1249,75698,1,1640,7414,88303,1
328,1886,1257,72918,0,2301,6748,85112,0
329,1644,848,71856,1,1887,8799,85038,1
330,2400,1306,70185,0,1754,6989,82637,1
331,2183,1233,72877,0,2092,7450,85837,0
332,1794,1085,72975,1,2123,6893,84873,1
333,2789,1290,70647,1,1889,9026,85643,2
334,2103,1285,70700,2,2424,6072,82588,2
335,8287,1316,73608,0,2491,9748,95453,0
336,1937,850,68429,2,2075,73225,146520,1
337,2118,1185,73103,0,2606,9097,88113,0
338,1468,1017,70985,0,2002,29355,104830,0
339,1519,1016,70633,1,2236,7937,83345,1
340,2295,1009,78714,0,2436,6963,91420,1
341,2454,1196,75580,1,1828,6444,87506,3
342,2288,1409,76426,2,1806,7169,89103,5
343,1874,1440,72601,2,1845,7341,85106,5
344,28198,1007,71213,1,1811,7765,109997,3
345,6934,1157,69477,0,1584,7114,86268,1
346,9657,1606,70340,1,1751,15846,99204,2
347,2242,1332,69599,1,1771,28190,103139,1
348,2642,1429,68972,2,2278,7806,83131,3
349,2325,1475,72415,1,2664,5808,84690,4
350,2620,1530,77111,1,1841,10442,93548,3
351,2211,1366,74316,2,2716,9830,90443,2
352,19490,957,67010,2,1731,7303,96496,4
353,12162,1067,72715,1,1747,8180,95876,4
354,6072,852,72672,1,1864,7334,88798,4
355,6512,1046,82659,2,2314,12888,105423,2
356,3099,1930,83995,2,2085,7809,98922,3
357,2385,1627,74000,1,1990,7814,87819,2
358,2161,1274,77079,1,1922,7164,89604,3
359,2417,1728,80587,1,1856,50557,137148,2
360,2189,1242,75162,2,2307,7867,88772,3
361,1965,1639,78612,0,1935,10072,94225,0
362,1687,851,72146,0,2337,7545,84567,0
363,1850,961,71364,0,1954,8247,84379,0
364,25213,974,71429,0,1703,6890,106211,1
365,8054,1328,75386,1,1858,6343,92973,3
366,5393,1106,77184,2,1930,6590,92209,1
367,2160,1081,71809,1,2067,7701,84821,1
368,2700,1475,73301,1,1806,21251,100536,1
369,2231,1160,77083,1,2692,7928,91098,1
370,2560,1292,75773,1,2466,7716,89811,1
371,2239,1219,70698,1,2026,6906,83091,1
372,2763,1517,71274,1,1943,6736,84238,2
373,2168,1176,72624,1,1709,6808,84489,2
374,2895,1643,71729,1,2463,8084,86817,2
375,2375,1357,70881,1,1998,5440,82054,1
376,2189,1176,94387,1,2109,6789,106653,1
377,2161,1343,95619,1,2504,6423,108053,1
378,2836,1744,95608,1,3095,12886,116173,1
379,3411,2180,126347,2,3256,9414,144613,1
380,3012,2078,99092,1,2004,6771,112961,1
381,2360,1367,80458,0,2022,7903,94113,0
382,1915,1071,79853,0,2012,9951,94804,0
383,1948,1058,80679,0,2384,61017,147089,0
384,1855,1098,81737,0,2471,7770,94934,0
385,2033,1231,76614,0,1932,6622,88433,0
386,1779,1019,85309,0,2231,6257,96598,0
387,1899,1330,83581,0,1861,15477,104151,0
388,1963,1024,78717,0,2627,6781,91115,0
389,1785,1092,79811,0,1985,7577,92252,0
390,1962,1079,97843,0,2139,7682,110707,0
391,1841,991,86801,0,1896,6606,98137,0
392,2087,1098,79669,0,2368,5973,91198,0
393,1726,828,74232,0,2208,6588,85585,0
394,2028,1082,85498,0,2756,6542,97908,0
395,1995,1109,68603,0,1781,6525,80014,0
396,1806,1013,68140,0,2580,10232,83774,0
397,1666,978,72012,0,2923,7128,84710,0
398,1604,923,67706,0,1736,6562,78533,0
399,1759,996,68733,0,2026,7916,81432,0
400,1596,1029,72938,0,1819,7953,85339,0
401,1537,1116,90430,0,2751,7988,103826,0
402,2035,1230,81801,1,2551,6811,94431,1
403,2920,1971,76033,2,2748,20935,104612,1
404,2248,1349,76767,0,1748,21688,103803,0
405,1600,1076,68388,1,1653,7319,80040,1
406,1937,1121,71542,0,1608,6154,82365,0
407,3774,802,69232,1,1725,7133,82670,1
408,2067,1294,75857,1,1795,54654,135671,2
409,1980,1330,73607,1,1741,7796,86458,1
410,1898,1103,69369,0,1757,6572,80702,0
411,1631,1317,70972,0,2214,6527,82664,0
412,1636,1139,70067,0,1947,6797,81589,0
413,1629,1027,71101,1,1962,6350,82073,3
414,2732,1694,72661,0,1926,6131,85147,1
415,2162,1249,75063,0,2346,5786,86609,0
416,1810,1041,71493,1,1652,7695,83695,1
417,1868,1176,72877,1,2479,7650,86054,1
418,1897,1169,73949,1,2225,7106,86350,1
419,1901,1261,79152,1,1921,7224,91462,1
420,2797,1509,77564,1,1836,6923,90632,1
421,2355,1428,74358,1,2020,6851,87016,1
422,2282,1382,77968,0,1736,7955,91326,1
423,1949,1036,71082,0,1754,6113,81937,1
424,2324,1415,73700,0,2115,9841,89397,1
425,2009,1151,71989,1,1922,7562,84637,1
426,1957,1421,71872,1,1765,7879,84898,1
427,2313,1276,75043,1,2366,8570,89572,2
428,2279,1374,73366,0,2466,7256,86745,1
429,2446,1214,70335,1,2400,23487,99885,1
430,1874,1294,72067,1,1875,6860,83973,1
431,2781,1400,78278,1,1855,6519,90836,1
432,1983,1175,75082,0,1875,6715,86833,1
433,2172,1151,85021,1,2010,9854,100212,1
434,2874,1633,83676,1,2429,5822,96439,2
435,2433,1525,76079,1,2572,6134,88746,1
436,2537,1300,77515,2,1837,53736,136929,2
437,2399,1459,73815,1,2444,6554,86675,1
438,2055,1202,75517,1,1904,7070,87752,1
439,2249,1209,74882,1,2004,7145,87506,1
440,2194,1221,71971,0,1862,7502,84753,0
441,1716,930,68066,0,1925,6321,78960,0
442,1695,907,70981,0,1833,6241,81659,0
443,1479,1015,71070,0,2535,7787,83889,0
444,1817,875,70494,1,2765,6493,82447,1
445,2016,1142,75175,0,1802,6317,86453,0
446,1724,819,81177,0,1848,6837,92408,0
447,1903,932,73596,0,1819,7803,86055,0
448,1748,1144,69662,0,2100,6388,81045,0
449,1772,1084,71580,1,1928,5869,82237,1
450,2099,1139,70940,1,1782,6557,82521,1
451,1961,1180,74829,0,2683,5996,86651,0
452,1678,968,69046,0,2120,6138,79953,0
453,1839,986,72421,0,1666,6691,83605,0
454,2106,1057,72781,0,1750,6493,84190,0
455,1834,1282,74818,0,1873,10477,90285,0
456,1668,1062,68607,0,2311,7190,80840,0
457,1678,1036,73019,1,1941,6735,84412,1
458,1972,1122,75594,0,1891,6669,87251,0
459,1562,1090,70737,0,1797,7706,82894,0
460,1572,999,73687,1,2270,6733,85264,1
461,3752,1672,73213,0,1836,6961,87438,0
462,1775,916,71473,0,2586,6000,82753,0
463,1747,1056,73290,0,2441,6989,85526,0
464,1916,914,69904,0,2494,6091,81321,0
465,1710,822,71176,0,1952,50936,126599,0
466,1916,1130,73391,0,1868,6433,84741,0
467,1559,1082,69320,0,2041,8103,82107,0
468,1549,1144,75349,0,1996,7529,87570,0
469,4946,1138,71473,1,2598,7588,87747,1
470,7400,964,76253,0,1895,6881,93394,0
471,4855,943,72045,1,1811,5153,84811,1
472,9538,1476,76469,0,1744,6167,95397,0
473,3843,1043,79185,0,1749,7317,93139,0
474,1925,898,73560,0,1650,7463,85500,0
475,5068,1030,73828,0,2330,5897,88156,0
476,7110,947,71170,0,1745,6041,87015,0
477,40376,863,73976,0,1776,14005,130999,0
478,1675,1114,74034,0,2253,6165,85244,0
479,4373,821,74623,0,1751,7482,89052,0
480,5255,839,69706,1,1791,6091,83685,1
481,11641,1084,87058,0,3083,6251,109120,0
482,2278,1343,135809,1,2896,6411,148741,2
483,2900,1580,82201,0,2427,11249,100360,0
484,1810,1077,79328,0,3537,8213,93967,0
485,1752,1017,74297,1,2012,8186,87269,2
486,2436,2008,72550,1,2549,7255,86802,1
487,2381,1005,75681,0,2725,10377,92171,0
488,13581,828,67076,0,1787,23177,106453,1
489,1895,1297,73416,0,2524,6781,85915,0
490,1786,966,71878,0,1966,7285,83885,0
491,7219,1046,67379,1,2459,7252,85358,3
492,11954,1050,71163,0,1926,6428,92525,1
493,10154,1106,78363,0,1868,48949,140443,0
494,1578,846,69416,1,1878,7322,81042,1
495,2178,1898,72901,0,1741,11586,90307,0
496,1864,957,76921,0,2104,6993,88842,0
497,1541,1070,74960,0,1753,10639,89967,0
498,1508,1063,71601,1,1770,6758,82704,1
499,7105,1089,69145,0,1796,9817,88954,0
500,7445,1087,73531,1,1821,6803,90691,1
501,6827,1017,70624,1,1835,7104,87411,1
502,9983,937,74958,0,2166,6531,94578,0
503,5204,859,71770,0,1713,6727,86276,0
504,1574,877,87395,0,2098,7593,99540,0
505,1791,1101,78303,0,1928,7743,90868,0
506,2068,1167,72490,0,3169,5948,84845,0
507,1448,1116,72151,0,1585,7810,84113,0
508,1493,949,71580,0,1646,6494,82164,0
509,1555,1136,69348,1,1838,7368,81248,1
510,2312,1200,75992,1,1817,6986,88310,1
511,2402,1385,78552,1,2623,7289,92255,1
512,2426,1192,84458,1,2667,7450,98196,1
513,2263,1245,74422,1,1738,23964,103637,1
514,2289,1214,71777,1,1971,6410,83665,1
515,2705,1421,75383,1,2217,6454,88184,1
516,2091,1148,75112,1,1984,6275,86613,1
517,2162,1144,77754,1,2025,5545,88633,1
518,2018,1151,76755,1,1993,7874,89795,1
519,2054,1323,71702,1,1903,6774,83761,1
520,2037,1074,73946,1,1842,7221,86124,1
521,29408,967,75279,1,1917,6209,113784,1
522,6143,1051,74132,1,1897,17357,100584,1
523,2233,1287,77374,1,1831,53504,136233,1
524,2584,1320,74215,1,2334,8283,88740,1
525,2563,1199,72496,1,2570,7521,86353,1
526,1989,1194,78844,1,2574,6109,90713,1
527,2278,1036,78901,1,1684,6517,90420,1
528,2146,1002,77617,1,1810,8723,91302,1
529,2425,1186,72243,1,1734,6070,83662,1
530,2208,1183,77969,1,2429,6814,90607,1
531,2296,1411,78801,1,1850,5986,90347,1
532,2434,1099,77512,1,1833,6349,89231,1
533,1972,1092,73242,1,1619,6622,84551,2
534,2272,1323,74056,1,1784,7180,86618,2
535,2449,1396,72789,1,2173,6308,85119,2
536,6937,855,69976,1,1838,5794,85404,1
537,41965,863,72301,1,1872,5661,122666,1
538,9820,788,75438,1,1718,6890,94659,1
539,6392,1114,70359,1,1848,7261,86978,1
540,9409,1233,74440,1,2492,7197,94775,1
541,1975,1067,72776,1,2336,6982,85140,1
542,2209,1048,76327,1,2371,7802,89761,1
543,2351,1402,77914,1,1771,7976,91417,1
544,2413,1273,78210,1,2346,6449,90696,1
545,1778,1365,76945,1,1704,6557,88352,1
546,2359,1505,69486,1,1818,6511,81683,1
547,2153,1243,75530,1,2536,6726,88191,1
548,1884,1176,72639,1,1789,7138,84629,1
549,3000,1565,82431,1,1839,5564,94403,1
550,2389,1183,74782,1,2450,7695,88503,1
551,2186,1218,77065,1,2718,6877,90067,1
552,2487,1295,76152,1,1849,6391,88178,1
553,2899,1485,75531,1,1996,8391,90305,1
554,2438,1091,77569,1,1857,49951,132910,1
555,2403,1258,74570,1,1887,6031,86151,1
556,2055,1237,74710,1,2795,6534,87334,1
557,2121,1367,71756,1,1999,6807,84054,1
558,2160,1200,76909,1,1748,6204,88225,1
559,2634,1403,81348,1,1767,7267,94423,1
560,1997,1257,72916,1,1747,6509,84429,1
561,2353,1225,74141,1,2597,6973,87292,1
562,2399,1596,94309,1,2854,7369,108531,1
563,3455,1661,85342,1,1773,7930,100163,1
564,2010,1332,72684,1,1915,6229,84174,1
565,2244,1259,72629,1,1706,6663,84505,1
566,2292,1254,75539,1,2713,6076,87876,1
567,2364,1328,71599,1,2004,6451,83750,1
568,2339,1406,76596,0,2035,7597,89977,1
569,2409,1235,70669,0,1815,6506,82638,1
570,2835,1667,77265,1,1903,7392,91066,1
571,2210,1137,72807,1,2485,24681,103325,1
572,2179,1185,78610,1,1879,7434,91290,1
573,2467,1277,73598,1,1971,7068,86385,1
574,1986,1264,72042,1,1683,6465,83445,1
575,2191,1348,73051,1,2472,8959,88025,1
576,2158,1363,86514,1,2041,6506,98586,1
577,1732,1460,79930,0,2437,6751,92312,0
578,2003,1243,75947,0,1942,6064,87202,0
579,1578,916,77927,0,1904,10274,92602,0
580,1764,1035,73182,0,2134,7404,85521,0
581,1613,938,71805,0,1726,5815,81899,0
582,10999,1029,68894,0,1781,6388,89094,0
583,12122,990,88769,1,2994,8540,113420,1
584,3051,1653,135501,0,4311,9102,153621,0
585,2065,1403,72906,0,2196,60897,139471,0
586,1716,1143,70258,0,1909,6445,81474,0
587,1788,952,73051,0,2443,5998,84234,0
588,1705,995,72292,0,2145,11242,88382,0
589,1671,1219,68697,0,1721,6989,80299,0
590,1739,979,77533,0,1817,8850,90920,0
591,1792,1074,71675,0,1786,6579,82908,0
592,1946,1058,68896,1,2004,6209,80116,1
593,2068,1285,74479,0,1833,7903,87570,0
594,1716,1375,75697,1,1701,7172,87665,1
595,2452,1276,76327,0,2456,7155,89669,0
596,2027,861,73978,1,1840,8595,87304,1
597,2312,1324,74689,0,2072,6656,87056,0
598,2086,1048,75727,1,2050,8518,89432,2
599,2416,1354,74544,1,2076,7915,88309,2
