frame,capture_us,preprocess_us,inference_us,nms_us,thumbnail_us,grpc_us,e2e_us,num_dets
53,4302,68088,80232,2,3531,48746,441270,2
54,3687,75266,81905,2,4446,22454,425365,3
55,4303,75341,77290,0,3835,7682,408120,0
56,3460,74196,76479,2,5211,7880,406447,2
57,4394,75985,86058,2,5258,10420,417265,1
58,4066,77263,91627,2,5022,12755,430267,1
59,4266,72808,83009,0,4468,11917,430441,0
60,3729,72849,86578,0,4042,8504,436011,0
61,3674,82284,76481,0,5175,7947,436394,0
62,4465,86839,72465,0,3826,6772,420197,0
63,3622,79733,74188,0,3570,50093,446078,0
64,4560,81877,74732,0,4307,10899,398828,0
65,3820,72093,74450,0,4039,7665,383048,0
66,3725,69252,73771,0,3829,7797,380686,0
67,3519,70082,82218,1,3761,7224,389042,2
68,3395,70753,75683,2,3781,7860,391608,1
69,4068,70650,77799,1,3879,8814,396309,1
70,4604,69179,73292,1,3996,7650,393260,1
71,3748,77605,74812,0,3730,6907,393023,0
72,3701,71777,78086,1,3862,8352,391143,1
73,4819,72222,76098,1,3779,26684,409535,2
74,4837,69027,74373,0,3059,23097,402444,0
75,3935,70066,76044,2,4342,8290,390467,3
76,3788,74601,78434,2,4829,52397,439258,4
77,3712,71459,80729,1,4046,19617,407703,1
78,4482,69524,78910,0,3783,28770,419968,0
79,3574,72263,79717,0,4619,7397,404840,0
80,3843,73793,72747,0,3468,9103,402060,0
81,3566,77865,74274,1,3160,8276,397535,1
82,4763,73438,77738,1,4176,17730,403840,1
83,3481,75766,73960,3,5802,8580,391795,2
84,4984,67261,78030,1,5325,8184,389178,2
85,3789,69983,77249,2,4238,8117,392895,2
86,5173,72386,73167,4,4136,21577,405554,2
87,4913,69592,75108,1,5016,9279,391494,2
88,3720,73489,83323,2,4044,21399,411253,2
89,3609,74052,86675,3,6930,57652,459890,2
90,4032,68105,99731,2,6463,9273,432444,2
91,13722,61112,100091,1,3730,13089,461315,2
92,3778,79975,83978,2,5182,8728,467498,2
93,4022,82210,83315,2,3783,7499,464076,2
94,5270,94107,84827,2,5111,7480,463730,2
95,5080,95145,80942,2,5001,10924,448430,2
96,4755,78436,93157,2,3885,9608,438768,2
97,4044,79633,80960,0,3764,9530,436257,0
98,3900,80504,86023,2,4569,8943,438626,2
99,4229,76447,87362,1,3532,8835,440211,2
100,3669,89289,78002,1,4496,9431,439021,2
101,4943,76430,83431,1,3681,7594,426723,2
102,3607,82347,83589,0,3542,51113,472143,0
103,4822,82205,72582,0,4552,7236,415611,0
104,4709,73190,86210,2,7459,7258,417448,1
105,3835,78423,118079,0,6894,6488,455935,0
106,4448,79513,93704,0,5170,7518,466536,0
107,3845,68012,72507,2,3591,10284,456122,1
108,4475,82016,77892,0,3313,10015,461488,1
109,4204,113407,79401,2,3881,8086,452893,1
110,5276,88057,83450,2,4047,26888,437429,1
111,3625,69110,77456,1,4961,8201,403539,1
112,3554,73935,74437,1,5151,11433,408370,1
113,4106,76141,76679,1,3543,8647,402965,1
114,3916,78047,81285,2,3892,9466,404962,1
115,3883,73411,74390,1,4971,8538,397309,1
116,3594,70739,74281,1,4765,51523,436977,2
117,4095,72453,76162,1,3713,15476,401616,1
118,3950,77492,77651,1,3956,29566,416696,1
119,4699,68539,83022,1,3853,9099,397094,1
120,4802,69295,80995,2,6122,8692,406489,2
121,3511,72574,80413,1,3994,8672,410527,1
122,4747,73397,76960,1,3772,9598,411927,1
123,3810,78687,77007,1,4486,10211,411889,2
124,4903,74859,79993,1,4655,7936,406356,1
125,9625,70329,74169,1,4573,9307,401775,1
126,17936,58785,79517,1,2997,10171,400458,1
127,3743,73360,75342,1,4511,9757,400075,1
128,12157,67575,75198,2,5021,8215,396997,1
129,3673,70530,78717,1,4134,7709,394530,1
130,9530,70257,76277,1,4263,7740,396648,1
131,18892,55596,77493,1,3951,7631,393457,1
132,4691,70076,94876,2,4891,48340,455144,1
133,19305,59312,82471,4,4854,9473,424282,1
134,30077,46178,84347,1,4805,8986,429402,2
135,14719,63181,78042,1,5094,8568,430747,1
136,27328,66615,77227,1,4059,10730,430721,1
137,3851,78605,79287,1,5190,9038,415344,1
138,3661,80640,82657,1,4268,25628,431056,1
139,5160,72748,79525,1,3819,7260,407264,1
140,3851,72996,73799,1,4664,8867,405430,2
141,4465,74586,81634,2,5000,10168,411585,1
142,3818,78736,78823,0,5508,7268,408846,0
143,4352,75449,75145,1,4933,31542,425003,1
144,3580,69654,79981,0,3691,24509,416755,0
145,3898,77435,74824,0,4798,7239,401883,0
146,3586,75091,74661,1,3739,8634,395351,1
147,3903,71139,74532,0,4724,7472,390929,0
148,3695,76620,73847,0,3392,6987,387733,0
149,3495,70455,71622,0,3871,8592,380817,0
150,3622,70855,75669,1,3749,7488,381179,1
151,5015,69742,80848,2,2753,10459,389192,4
152,4217,68964,79631,1,4142,7850,392193,2
153,3888,67478,78108,2,3534,24275,412682,3
154,3813,71199,80504,2,4092,7908,405388,4
155,4199,76292,79884,2,3944,8734,410545,2
156,14278,64921,77466,3,5186,7942,407602,2
157,5000,72718,84920,6,3597,7357,410690,4
158,4713,74860,77888,3,3625,7494,410641,4
159,4952,74568,79691,1,4067,8355,411849,2
160,3632,73648,78639,2,3930,10262,412426,4
161,4022,81237,77040,2,5142,11051,414131,3
162,3931,73745,76431,1,4668,8283,401808,2
163,4626,74312,79728,1,3031,8748,402301,2
164,3824,74818,80557,2,4174,10972,407026,2
165,3916,72438,79021,2,2978,9539,404154,2
166,3612,72546,78375,2,4846,23702,422029,3
167,3561,76622,77770,1,3949,50735,449666,2
168,3924,75633,77012,1,3461,10046,405018,2
169,3992,74749,80916,2,4320,8059,404954,4
170,4861,73104,81045,1,3922,21214,419661,2
171,3691,74436,80475,2,5088,8961,410945,2
172,3810,72750,77100,2,3488,8085,407078,2
173,4669,75437,82142,2,4942,7506,412876,2
174,3722,76948,76839,1,3802,8402,409198,2
175,11989,68246,86160,2,4186,9308,415734,2
176,3548,73616,79397,1,3556,13757,418531,1
177,3767,77785,75400,0,3377,9591,412097,0
178,3586,73652,71824,1,4894,8015,402226,1
179,3877,81495,77587,2,3387,8419,401205,3
180,4525,75153,80535,2,4698,13730,402806,4
181,3607,71552,75934,1,4950,8741,394104,1
182,3521,67678,73949,1,4951,6766,390697,1
183,3602,74260,76660,15,4126,8822,397281,2
184,3753,76257,76985,3,3767,8783,395688,3
185,5115,70521,74370,2,4095,8306,389743,3
186,3698,70048,81324,2,4113,56030,443048,2
187,3738,72763,80736,2,3867,7944,401612,2
188,3996,73504,78828,2,3379,9733,404872,2
189,3827,69470,80495,1,4178,7625,406333,2
190,4429,76717,75035,2,5246,7900,409205,2
191,4563,76024,75615,2,4835,8988,404136,2
192,5190,73492,79378,2,4180,7581,400740,3
193,4312,75836,77759,16,4459,9749,401966,3
194,5379,69769,76736,2,3822,19979,407922,2
195,3799,70944,78739,2,3302,8957,399413,2
196,3549,75728,76282,2,4366,10204,403139,3
197,4969,72928,75678,2,5203,8375,398259,3
198,4049,72095,77165,1,4932,8596,396968,2
199,3675,74609,76364,2,4077,8633,395899,2
200,4857,70349,79987,2,3723,8605,396394,2
201,3520,71737,75491,2,3950,7732,395783,3
202,3607,73622,79700,1,5030,8187,401605,1
203,3436,73111,73559,1,4843,8202,397603,1
204,4530,74741,76264,1,3340,7843,395197,1
205,3801,71904,76425,1,4102,9354,394427,1
206,4839,73877,77327,0,5635,56545,443981,0
207,3667,69673,76076,0,4956,8883,392850,0
208,3609,72324,75972,1,5234,8830,395596,1
209,4836,71473,74323,0,4568,8859,393184,0
210,4663,72826,74692,0,5034,7584,390596,0
211,3653,71724,77534,1,4050,9787,391559,1
212,3610,72528,79364,1,3926,8943,394481,1
213,3660,70326,75407,0,3734,22011,406451,0
214,20710,53965,76359,1,4241,9119,396304,1
215,6664,70425,76434,0,5263,8059,397825,0
216,4994,74282,71220,0,3652,10346,392559,0
217,3531,71782,79437,0,4084,8118,390712,0
218,5050,70762,75663,1,3737,7663,389788,1
219,4648,71623,78480,2,3802,17507,402162,1
220,3770,67336,74208,0,3746,11536,393935,0
221,4748,74447,72310,0,2919,27321,409834,0
222,4455,71560,71557,0,4188,10129,386127,0
223,3833,73912,76884,0,5529,8516,386514,0
224,6390,67617,87237,0,3817,9562,395156,0
225,5061,66936,129602,0,5177,8213,450665,0
226,3777,67689,84815,0,5107,51668,506741,0
227,4206,72736,77140,0,5067,9700,470382,0
228,3932,83702,77536,0,7800,8039,471784,0
229,4872,127344,83687,0,5317,9138,466087,0
230,5297,75069,74954,1,4055,8038,405523,3
231,3872,73276,80304,0,5585,28073,426886,0
232,3993,73481,73719,0,3947,10012,403569,0
233,4560,78673,77800,1,3679,7877,401114,0
234,3775,71333,77040,0,3581,8267,394996,0
235,3963,75575,70867,0,4332,9333,392380,0
236,4298,69249,76570,1,4389,9313,389416,1
237,3411,74212,78972,0,5155,8852,394919,0
238,4833,72709,82241,0,4223,32177,421715,0
239,4422,65495,76574,2,3092,8711,395795,1
240,3917,72457,76379,1,3012,7959,401278,1
241,4339,74618,78064,1,5003,8249,405090,2
242,3498,78363,76214,0,3831,12068,404820,0
243,8671,68196,76547,1,4837,9285,397592,1
244,4223,71993,81568,1,4989,8642,401569,1
245,3962,73473,83643,0,3881,19513,418497,0
246,3540,72536,80975,0,4545,7320,410454,0
247,3873,72537,81991,0,3876,7745,416010,0
248,3376,78127,79289,1,3788,52646,463622,1
249,4758,79162,78318,2,5265,7366,416490,1
250,3745,76436,79181,1,3811,9155,411733,2
251,4679,77814,94400,1,6858,7301,426914,1
252,4693,74207,90452,1,3345,7517,431202,1
253,5296,72361,80489,0,5437,8216,435295,0
254,3707,75684,76629,0,5708,8470,434624,0
255,4637,88842,71545,0,3739,7009,422918,0
256,3961,86765,72769,0,3320,7813,402488,0
257,3838,75915,80357,0,4821,7595,393207,0
258,3692,72785,73950,0,4936,7673,387395,0
259,3729,68117,73144,0,2948,7454,381727,0
260,3781,68310,77146,1,4262,7624,388352,1
261,4196,76078,76938,0,3938,9544,394610,0
262,3599,70147,74440,0,5166,7813,388172,0
263,3408,70208,73816,2,4030,9202,388413,1
264,4175,71862,75852,1,3870,8829,389581,1
265,4766,72402,76251,1,5093,8088,390128,1
266,3602,69877,79618,1,3903,7917,390604,1
267,3469,70412,78013,1,3478,8062,394580,1
268,3754,71539,77189,2,3957,8284,398351,2
269,4836,71205,80135,1,3976,7920,402622,2
270,4255,75245,77957,0,4675,62446,459613,0
271,4492,73811,73121,1,4466,15954,406376,2
272,13035,63370,78456,0,4759,7761,398330,0
273,4145,75829,80293,0,4737,20643,414954,0
274,4398,73520,75466,1,3713,20473,409071,1
275,3686,69515,74930,0,3529,7254,392498,0
276,5859,72081,73249,1,3816,7104,392496,1
277,16348,63820,82040,1,3135,10976,399549,1
278,26004,49333,81078,0,2753,8666,397589,0
279,100369,583,76420,0,3806,9818,400729,0
280,119359,574,75572,1,3392,7146,372147,2
281,119416,615,75364,1,2941,8547,328396,1
282,117648,640,78553,1,3940,11528,290742,1
283,89712,910,76007,1,4038,11440,248383,0
284,86593,675,76315,0,2419,7859,228622,0
285,116167,565,76773,0,3670,8191,219589,0
286,88622,737,73211,0,1783,8345,174242,0
287,85880,618,69699,0,2029,6336,164764,0
288,87385,409,66675,0,2710,8839,166410,0
289,88101,458,72515,0,3327,28620,193247,0
290,59862,546,70595,2,2656,6850,152800,2
291,87098,526,74509,1,3174,21098,186672,1
292,59049,549,76560,0,3317,7777,162345,1
293,87730,577,73474,1,2546,5930,173512,2
294,87349,622,72309,1,3475,61274,225257,1
295,58607,578,71826,1,2360,6684,153253,1
296,87675,526,74703,0,2650,8039,173801,0
297,58127,635,79309,1,3402,7765,165180,1
298,89050,660,72324,1,2099,7433,177002,1
299,85087,383,70484,1,3345,7734,167242,1
300,59913,624,78634,0,2965,8607,160809,1
301,87712,514,76569,1,3727,9636,178520,2
302,57967,560,81446,1,3427,9278,171024,2
303,87878,755,72209,1,1975,21218,195056,2
304,87358,430,72539,1,3577,8751,172878,1
305,59763,666,74400,1,2170,7895,157157,1
306,86587,897,73018,0,2749,7772,171326,0
307,57547,602,75495,1,3295,6376,158338,1
308,88170,888,73173,1,2300,6753,172623,1
309,86993,850,73664,1,3960,9909,175627,1
310,59302,560,81542,0,3130,7489,165959,0
311,86520,588,72265,2,2794,13257,183713,3
312,58378,530,79441,0,3248,9552,172712,0
313,89413,557,72348,0,2950,8665,184892,0
314,86133,580,71198,4,3490,26759,188431,2
315,58767,623,74363,1,2953,8516,157201,1
316,87573,1014,75441,2,1886,7101,173472,3
317,86497,656,71472,2,2475,8945,170255,3
318,116487,385,69584,1,2412,53414,242517,2
319,87870,436,72830,2,1964,33613,196917,3
320,87782,445,79153,2,1964,24496,194093,2
321,89058,515,76221,1,1794,12123,179879,1
322,86843,554,70976,1,2603,7960,169168,2
323,88559,437,74168,1,1984,6909,172266,1
324,87937,451,71468,1,1929,6562,168560,1
325,87130,430,73517,1,2416,5755,169488,1
326,117464,375,75044,1,1716,8452,203247,1
327,88790,562,69797,0,1834,6396,167587,0
328,86750,400,69077,0,1701,8948,167083,0
329,87904,429,69743,0,2461,6600,167299,0
330,88109,431,69529,1,3228,11921,173480,0
331,60594,675,73023,0,3313,7290,153336,0
332,57037,706,73666,0,3105,7686,165698,0
333,58023,540,74238,0,3831,9092,184012,0
334,58225,560,71367,0,2533,7159,193411,0
335,87915,567,73121,0,2961,7779,208664,0
336,58584,608,75681,0,3205,7886,195977,0
337,59067,791,73329,0,3357,7233,209468,0
338,56882,606,74553,0,3177,6760,223240,0
339,57977,605,70856,0,3146,7713,237487,0
340,58289,957,76238,0,3430,8355,255959,0
341,57938,570,102918,1,4130,8144,300007,0
342,59506,983,111996,0,3369,51473,395961,0
343,55804,581,76823,0,4004,7234,368406,0
344,60052,632,70707,0,2877,7124,381458,0
345,58654,1079,75018,0,3349,7670,396536,0
346,59278,44428,81066,2,3505,15751,425870,2
347,11141,65313,79358,1,5124,7901,395082,1
348,22084,47794,73966,1,4912,7234,391173,3
349,11322,63425,76374,1,5235,7989,398519,1
350,4615,76850,71951,2,6301,8509,397036,1
351,4438,73923,76431,1,3641,9405,389895,1
352,3524,70306,79113,1,2962,8229,388651,2
353,3527,72678,77508,1,4742,8362,394185,1
354,3691,68215,78599,1,3580,8040,394977,1
355,3783,73061,77385,1,6855,7550,403268,1
356,3845,75097,79762,1,5480,9166,406255,1
357,4646,71725,76939,1,4855,10197,403987,1
358,3862,75082,74927,1,4179,9629,401254,1
359,5425,71110,75359,0,3612,17677,404649,1
360,5078,74466,77729,1,4855,8185,397396,2
361,4065,73008,79286,1,3389,7652,395057,2
362,3551,71112,74546,1,5070,7763,394228,1
363,4296,70963,75740,1,4342,6562,393318,1
364,3944,73906,80356,1,3222,7559,398165,1
365,3623,75265,75867,2,4207,9295,398706,1
366,4877,69527,78781,1,4807,8421,398107,1
367,10874,64842,78707,1,4060,9305,402530,1
368,4490,75772,93648,2,3982,63485,474207,1
369,3949,71184,84627,2,2983,8187,422073,1
370,4332,74404,79674,2,3775,8430,427553,1
371,3404,75444,78778,1,3991,8734,428017,1
372,4754,88805,73632,0,5198,8362,423302,1
373,4253,80328,74764,1,3731,7900,402292,1
374,3997,75341,79014,1,5499,8013,398327,1
375,3798,74679,79867,0,3312,29826,418210,1
376,4369,68343,74813,1,2855,8630,392353,1
377,4058,70511,75706,1,3308,7852,394953,1
378,4029,75273,75854,1,5193,9365,399577,1
379,4014,75683,75271,0,4765,8552,393982,0
380,4105,70546,73346,1,4350,7975,386467,1
381,4686,70905,77272,1,3200,8373,387968,1
382,3769,71333,78711,1,4202,7798,391331,1
383,3640,71199,82608,0,3748,8818,399216,0
384,3709,70219,75495,0,3887,7862,398904,0
385,3976,73036,74325,0,3546,21280,411761,0
386,4463,73012,76269,0,4263,10427,400597,0
387,4452,77805,74340,1,5448,9019,396877,1
388,3646,72407,74746,1,4349,7854,386909,1
389,3618,69982,78087,1,4908,7899,389010,1
390,3590,72104,75486,1,3727,8322,389902,1
391,3738,70422,75628,1,4767,8486,390914,1
392,3746,71059,83002,1,5125,11408,402810,1
393,3591,73419,79407,1,4882,9323,404336,1
394,3465,71625,76631,0,5184,8103,402856,0
395,3835,71719,72141,1,4600,9837,400864,1
396,15233,67550,80903,1,5055,61457,458192,1
397,3766,75553,76451,0,4700,10091,399972,0
398,3576,73240,74715,0,5043,10446,395985,0
399,3575,68378,73777,0,3914,9745,390980,0
400,4420,75655,72518,0,4049,8773,390074,0
401,3650,73561,72776,2,4086,10053,384038,1
402,5060,68617,76882,1,3940,8285,381407,1
403,3531,70284,81735,1,4180,8361,389600,1
404,3762,68289,75258,1,3196,13618,394753,1
405,3640,68844,81864,0,5242,8351,401125,0
406,3502,72775,79051,1,2908,7661,404142,1
407,4795,76879,82093,1,6348,9998,414872,1
408,5168,69021,76507,1,7253,7600,407820,1
409,5160,75928,80407,1,3979,8493,411224,1
410,4225,75046,82619,1,3282,9166,412564,1
411,3843,77418,77148,0,4977,10425,413159,1
412,4207,72398,80060,1,3793,8121,408378,1
413,4245,75772,80132,0,4397,10840,415010,0
414,4494,77886,75965,1,5226,10527,411217,1
415,4576,72314,73309,1,5206,10585,401923,2
416,3911,76041,78745,1,4389,10451,402732,1
417,3720,76739,76381,1,4045,7824,396021,1
418,3891,71286,78216,1,4169,7967,393614,1
419,4679,68340,75701,1,4866,8102,394773,1
420,4186,74514,76079,1,3759,8005,396478,1
421,4105,72078,75646,1,3914,8355,393644,1
422,3837,74059,73511,1,5259,9140,392913,1
423,4128,71455,75034,1,3892,8733,388102,1
424,3689,72503,77494,1,4067,56713,438082,1
425,4606,70139,74928,2,4772,7910,388220,2
426,3762,69642,76430,1,4712,7861,389701,1
427,3919,71384,76601,1,3585,8678,392351,1
428,3784,72974,76737,2,5785,7515,394708,1
429,3935,70927,77154,1,4276,8384,394285,1
430,3560,72745,78662,1,3698,7828,396756,1
431,3436,73238,78557,1,3575,8337,399238,1
432,3803,72833,81101,1,3961,8660,404166,1
433,3750,73065,77601,1,3066,7724,403132,1
434,5956,72428,77647,1,4995,7931,405960,2
435,5395,73443,75635,0,4803,8658,403629,0
436,3699,77010,71793,0,5079,8357,396278,0
437,3876,73878,72771,1,3365,14940,392958,1
438,4292,72167,81039,2,5153,14440,397031,2
439,3822,71703,81920,1,4384,8832,396017,1
440,3682,68064,77870,2,4713,9263,399007,2
441,3669,69225,76208,0,4643,8591,402536,0
442,4072,76191,76640,2,3997,8616,405012,1
443,3474,77971,75819,1,4530,8000,400369,2
444,5301,72436,81068,0,4193,28165,419544,2
445,4200,71554,82099,0,3150,8479,402871,0
446,3833,72898,74564,1,4965,13490,408130,1
447,3779,72677,78411,2,5738,11391,407973,1
448,4504,74722,78596,1,3462,11221,407352,1
449,3661,78194,78091,1,3977,11032,406302,3
450,4778,69654,80143,2,5306,23564,418311,2
451,3660,74614,74300,0,3797,18790,411798,0
452,4273,74729,75330,2,2985,8164,397213,2
453,3670,74126,80553,0,4093,7547,399037,0
454,3692,76091,80445,1,4072,52797,446743,0
455,3666,70173,74095,0,5123,7800,396901,0
456,3685,71427,74403,0,5579,26278,416242,0
457,4719,75638,77920,0,4204,8627,399826,0
458,4389,75979,74178,0,4707,8725,394140,0
459,4835,69261,71628,1,3853,10008,385636,1
460,3757,70227,78109,0,5217,10292,391103,0
461,3823,74389,110750,3,7600,10913,430808,1
462,4970,68411,113601,0,6743,7521,461289,0
463,3907,67264,83789,1,3162,8097,468381,1
464,5501,72607,79478,0,3402,8674,477252,0
465,4043,106697,74407,0,4271,7937,473490,0
466,5569,107103,79467,1,5210,8243,443124,1
467,4318,79812,72408,0,4185,10024,403471,0
468,4053,74753,79496,0,5179,8463,397615,0
469,4120,70318,77060,1,3099,9284,394392,0
470,4126,74672,73263,1,3117,7307,390960,1
471,4049,68004,77461,0,5329,8341,392688,0
472,4121,75291,71563,0,5069,7204,390570,1
473,3861,73294,73121,1,3426,11591,386836,1
474,4285,68168,77381,1,4776,9914,386463,1
475,4919,72332,80040,1,3803,11454,394379,1
476,4252,67407,79200,1,4100,17605,402652,1
477,3732,69534,77587,1,5029,21076,412849,1
478,3842,72989,77291,1,4469,32650,427809,1
479,3522,76218,75727,2,4395,25948,419727,2
480,3692,75550,77361,1,4265,22870,413764,2
481,3898,73002,78891,1,5962,8837,400788,2
482,3710,73436,78943,2,3685,9662,401243,2
483,3768,72087,77217,0,5117,63118,456028,0
484,5058,71487,78130,0,8580,9710,407705,0
485,3955,74646,72939,2,4623,8161,398434,2
486,5480,73780,78578,0,5145,8667,399338,0
487,4217,72565,75246,0,3610,7511,392330,0
488,3874,73922,94066,20,4577,27697,430425,1
489,3674,69041,86108,2,3641,14999,424915,2
490,4167,73818,86836,1,4838,7661,432479,1
491,3826,71733,82829,0,3920,10280,438938,0
492,4134,89624,76549,0,2757,18494,446489,0
493,3579,82272,79847,1,3404,8256,422753,2
494,4573,81416,79809,1,5291,13849,423805,1
495,4432,78051,75362,1,4887,8578,407206,3
496,3949,72804,75986,5,5170,8590,401011,3
497,4676,74759,78092,1,3663,9211,401114,1
498,4815,74409,75680,1,3027,17305,404508,2
499,3793,71173,85026,1,3534,8239,401568,2
500,3738,72737,74968,1,4172,9451,403361,2
501,3668,74450,78767,1,5240,10006,407130,1
502,3960,70970,80685,1,4673,9120,407919,1
503,12282,72872,82529,2,5094,12838,419456,1
504,4299,69822,76790,1,5164,9377,407173,1
505,4680,73919,75179,1,5321,9669,408533,1
506,3797,76623,79764,0,3334,12694,410535,0
507,4076,78339,73170,1,5035,9154,401304,1
508,3532,73069,75769,1,3179,8252,391736,1
509,3937,71037,79166,2,4566,7315,394583,2
510,3764,76337,75716,1,3159,9028,395458,2
511,4020,68625,75070,0,4914,7846,391062,0
512,3719,72356,74145,0,5096,8786,393644,0
513,3799,75222,76453,1,3924,10105,393972,1
514,4744,70628,77385,1,5847,8809,392458,1
515,4713,69467,89511,1,3885,63262,458597,1
516,3564,70608,87133,1,3576,9842,417786,1
517,3945,72224,90494,2,4614,9087,434241,1
518,5135,72441,82564,2,5144,9659,441664,1
519,3562,86144,83103,2,4051,8956,444972,2
520,4181,82464,83985,1,3861,7883,437753,1
521,3919,85857,86742,2,3882,11115,440949,2
522,4582,77893,88666,3,3167,9072,436823,1
523,4886,77851,82921,2,4748,10227,439812,2
524,3943,80553,91062,2,8359,9064,450420,1
525,4915,80726,92630,1,3965,8446,453174,1
526,5346,83664,88391,1,5190,23263,471828,1
527,4121,78257,81335,1,3837,9408,448767,1
528,5289,85711,89089,2,4811,10461,457255,1
529,3852,88017,82195,2,3560,32301,468535,2
530,5115,83109,85862,2,3600,11155,441322,3
531,3916,77365,88794,34,4120,8190,439363,2
532,4014,84716,84551,1,4988,8320,443500,1
533,3699,79035,90098,2,4183,10700,446316,2
534,4458,81430,92596,9,3768,9138,454034,1
535,4341,83478,84565,1,3787,9666,452973,1
536,4895,79690,87655,2,4090,9304,452561,2
537,3941,87186,85581,1,4155,9013,453269,2
538,4066,87005,86017,3,5250,12448,452345,2
539,4672,79711,84711,2,3921,9065,441207,2
540,3920,83535,87886,1,5231,10516,447212,1
541,4093,81257,82506,1,5563,8092,440010,1
542,4231,81871,79889,1,4237,9268,434168,2
543,4220,80820,77241,1,4248,11757,427679,2
544,4112,82784,81208,1,5652,57334,470389,2
545,4362,77949,77543,2,4691,9456,412065,2
546,3774,76175,79773,1,3479,8764,407505,2
547,3895,72956,76953,1,3951,8940,405004,1
548,4581,77279,76740,1,5096,8556,405545,2
549,3586,74340,81966,1,4418,7617,403744,2
550,4451,73706,79246,2,5507,7400,405780,2
551,4714,72319,77468,1,5328,16383,413735,1
552,4617,71812,75735,1,4368,8281,403213,1
553,3722,79091,78256,1,4328,12800,409328,1
554,4712,73150,76631,1,3747,8279,397637,1
555,4001,73476,78075,0,3471,8229,397486,0
556,4199,71337,72264,1,2941,7823,391169,1
557,4024,73846,79274,2,5160,10012,399153,2
558,3969,72858,73932,1,4554,8146,392515,3
559,3903,73615,82928,1,3891,7393,396929,3
560,5399,67396,84165,1,5275,7536,405057,1
561,3864,74495,82162,2,5458,7707,414312,2
562,3758,69849,76000,1,5249,8237,412107,2
563,4652,78456,75808,1,4227,10009,414959,1
564,3900,79748,79650,1,5066,16375,418316,1
565,4802,77220,79951,1,4966,9204,407204,1
566,4117,71611,75109,1,3948,10122,399924,2
567,4080,71276,77641,1,3983,9144,400629,1
568,3460,76113,73413,1,3743,9870,399072,1
569,3572,76321,79171,1,3697,14474,403126,1
570,3614,71369,80754,1,4083,8545,398325,2
571,3618,74057,74671,1,4869,9547,399508,1
572,4369,69019,80705,2,5150,12153,405202,2
573,3740,74591,78992,0,5611,8794,407652,0
574,4036,76606,78736,0,4800,8910,407232,0
575,3960,70911,75364,2,5056,10111,403232,2
576,4930,74554,74815,2,2771,9733,399621,2
577,3821,75126,93849,1,6502,11192,419125,1
578,3880,74782,127284,3,4389,57333,511366,2
579,3646,71485,87221,1,4953,8655,471717,0
580,3724,71591,75489,0,3573,9039,471006,0
581,3971,89115,76516,0,3721,46294,509450,0
582,5020,123085,78784,1,3809,8601,457274,1
583,4801,81211,80394,0,5161,8429,410394,0
584,4525,71323,73853,1,3973,9601,398114,1
585,3772,71650,78948,1,4914,8620,400593,2
586,3741,74851,79874,1,3977,10613,405972,1
587,3795,76412,79233,0,5110,7269,404218,0
588,3891,69902,81591,1,3905,7938,404969,1
589,3669,75076,74635,0,5068,11586,410482,0
590,3661,76060,72652,2,3732,7505,398834,1
591,3594,75424,84081,1,4145,15682,411614,3
